0.57435	1.6808	0.91146	0.57499	1.4732	1.316	0.63528	1.2826	1	0.91813	0.29789	1.3815	1.5661	0.22871	0.80605	1.3039	0.5386	0.68406	0.27686	1.2385
0.84003	1.0451	0.66722	1.4229	0.9285	0.75224	0.9723	1.6514	0.91128	0.62221	0.18246	0.70104	1.0386	1.2659	1.3508	1.6182	1.2977	1.5823	0.77301	1.2249
1.3169	1.3933	1.0015	0.75031	0.62412	0.49479	1.4009	1.6667	1.053	0.63909	1.8594	0.23639	0.91496	0.94437	1.5026	1.3644	1.5911	1.047	1.5857	1.4121
1.5602	1.0472	0.95376	0.23769	1.0681	1.1198	1.4613	1.6224	1.1189	1.101	1.3558	0.7206	0.86399	1.2377	0.61753	0.79765	0.98869	0.85232	0.67164	1.2683
1.244	1.477	1.2355	1.1339	0.99409	1.0047	0.15666	1.1371	0.76892	0.63002	0.64965	1.2647	1.591	0.41592	1.2611	1.3364	1.1221	1.3824	1.0937	1.8226
1.2181	1.1073	1.1306	0.41181	0.95794	1.4579	1.254	1.0715	0.078622	0.51119	0.074467	0.65543	0.67267	0.7472	1.0201	1.1653	1.7962	0.90697	1.4244	1.3011
0.83295	0.58258	1.5358	0.21145	0.43686	1.5791	1.016	0.93622	0.90278	0.69052	0.87719	0.28539	1.0939	1.7046	0.75773	0.96486	0.81096	0.87305	1.3797	1.5459
0.77233	0.98481	1.036	1.342	0.87635	1.5774	0.67326	1.0801	1.3484	1.5059	0.60694	1.4889	0.84807	1.1677	0.56813	1.5391	1.4503	0.51436	0.83166	0.42814
0.99602	0.59674	1.6392	1.2426	1.5261	1.3974	1.4394	0.70644	0.57444	1.2615	1.1256	1.1572	1.3999	0.64044	1.3579	0.83894	1.172	1.3627	-0.54015	0.037358
1.0552	1.0642	0.34873	0.86498	0.034061	1.0684	0.5459	0.46104	0.3622	0.61891	0.85741	0.82429	1.2433	1.9351	0.83675	0.99165	1.3476	0.31653	0.032693	0.13501
0.59557	1.1781	1.0716	1.7575	0.97165	1.436	0.58082	0.87594	1.0169	0.74824	0.79551	0.49042	1.0454	1.3717	0.31658	0.12264	-0.4909	-0.45518	-0.18838	0.31663
0.30787	0.27641	0.99037	1.1348	0.65527	0.69397	0.95109	0.26647	1.4293	1.1236	0.81149	0.68802	1.8989	0.7343	-0.42203	0.21714	0.12198	0.40225	-0.24395	-0.65587
0.62535	1.2407	1.0136	0.60768	0.74707	0.58314	0.34254	0.43051	1.4239	0.83977	0.80141	1.3436	1.7649	0.63451	-0.19712	0.1176	0.91131	-0.82065	-0.60688	0.082389
0.15285	1.3938	1.1221	0.95873	0.9883	1.5897	0.90404	0.5455	1.4971	1.1692	1.3514	-0.2786	-0.019789	-0.31092	0.25326	-0.64805	0.075372	-0.056172	0.72932	-0.75151
1.2686	1.0895	1.1251	1.2087	1.6666	1.0078	1.3655	0.1697	1.1435	1.2651	-0.052	-0.50736	-0.30583	0.9117	-0.031401	-0.46063	0.18539	-0.73704	-0.23834	-0.23641
0.51371	1.0782	1.26	0.61436	1.1219	1.1045	1.1657	1.2867	1.2923	-0.21434	-0.36838	-0.35384	-0.067593	-0.0081771	-0.77634	-0.016008	0.87251	0.5371	-0.2599	0.16765
0.7515	0.56473	0.95941	1.1842	1.1292	0.90535	0.39883	-0.058896	-0.25775	-0.43881	0.12084	0.57395	0.18174	0.14849	0.42679	-0.44326	-0.53463	0.17261	-0.19222	-0.01684
0.98318	0.88735	1.6444	0.99423	1.2571	0.57076	0.1243	0.20043	0.77321	-0.19428	0.42832	-0.23754	0.44233	0.042585	-0.077029	0.0024745	0.28111	0.025068	0.40679	-0.052534
1.0431	1.2198	1.0124	0.72257	0.36484	-0.035058	0.073358	0.52925	-0.20495	-0.10976	-0.34148	-0.10369	-0.30969	-0.56903	-0.73643	-0.25768	-0.39887	-0.0888	0.23274	1.1385
0.94568	1.1456	1.9321	0.34618	0.14574	0.25321	0.14846	-0.3272	0.34567	0.038783	0.46785	-0.32474	-0.23334	0.6538	-0.37023	0.20635	0.06752	-0.15822	1.8078	0.38443
