1.3784	1.0565	0.9354	0.50422	1.1685	1.6714	0.56142	1.3493	-0.11637	0.086221	0.105	-0.10879	-0.0023074	-0.18462	-0.37636	0.41248	1.6234	1.6042	0.8778	1.7588
1.5356	0.90819	1.6945	0.23112	1.5022	0.47407	1.4904	0.94504	-0.065558	-0.20287	-0.071134	0.30359	0.55687	0.32741	-0.243	0.19698	1.5086	0.44156	0.85712	0.85911
1.2292	1.1361	1.164	0.58756	0.66498	0.41386	0.61041	0.77193	-0.2348	-0.31908	-0.1204	0.17311	-0.59014	0.071019	-0.10615	0.84927	1.472	0.082349	0.32758	0.84534
1.2281	0.71716	0.89791	0.8517	1.0623	0.96246	1.3793	-0.5126	-0.12015	0.51514	-0.29321	-0.16045	-0.33153	-0.082721	-0.89315	-0.23931	1.4372	1.5158	1.2305	1.148
1.2223	0.28178	0.9924	1.7868	0.87981	0.82608	0.75309	0.16872	0.053627	0.55715	-0.021038	-0.072804	-0.77522	-0.35275	-0.14868	-0.12418	0.60708	0.61402	1.0951	0.65466
0.87716	0.35729	1.1298	0.60923	1.4232	0.81638	0.29897	0.18329	-0.15679	0.17752	-0.4898	-0.33058	0.26978	-0.56587	0.042195	-0.57665	0.58648	0.99418	0.56791	1.6114
0.7351	0.67241	0.62924	0.94259	0.55683	0.50494	-0.15391	0.13273	0.44837	0.52998	-0.10158	-0.52029	-0.55843	-0.092934	-0.56342	0.042908	1.2133	1.3716	0.64218	0.87577
0.58321	0.69419	1.2545	1.2093	0.38176	1.3337	-0.13898	0.11799	-0.047314	-0.34303	0.16163	0.40183	-0.46808	-0.39104	0.74276	0.28731	1.13	1.3875	1.1013	1.5493
1.2504	0.60765	0.83871	1.0799	1.313	1.1407	0.4092	0.21198	0.17354	0.33905	0.22577	-0.28809	0.56222	-0.15224	0.52867	-0.53907	0.90557	1.5578	0.51449	0.50144
1.5805	0.82649	1.4718	1.6886	1.0928	-0.005871	-0.65926	0.6065	-0.16835	0.1173	-0.26596	-0.58066	-0.024494	-0.13207	-0.54639	-0.37345	0.86866	1.0233	1.5	0.53667
1.3907	1.5387	1.3282	1.0582	0.58079	0.65175	-0.30143	0.33389	0.30991	0.10343	0.083359	-0.23082	-0.068241	0.062777	0.14248	0.31626	1.0837	0.051232	0.34362	1.1201
0.48407	1.158	0.65764	0.78802	1.0532	0.19744	-0.055681	-0.2687	0.013887	-0.16558	0.23534	0.59954	0.42715	-0.44909	0.02144	-0.12457	0.54663	0.6827	0.55888	1.5501
1.9145	0.75914	0.92588	0.49291	1.5415	0.031906	-0.91331	0.033323	-0.60572	0.4972	0.31757	0.12277	-0.011564	0.1107	0.87836	0.66787	1.0937	1.234	1.7196	0.81566
0.041662	0.77025	0.85379	0.50639	-0.46645	-0.35495	0.32662	0.032019	-0.83589	-0.02197	-0.22139	0.14267	0.12534	-0.13642	-0.15763	-0.40618	0.60463	0.91609	0.20093	0.064355
1.1511	0.23528	0.60356	0.89632	0.25524	-0.11319	-0.87915	0.48743	-0.36811	0.83854	-0.35334	-0.41466	0.27148	0.46731	-0.33794	0.05233	0.17867	1.2342	0.7858	1.3676
1.29	0.73362	0.99348	0.74991	-0.35488	0.20403	-0.049202	0.23953	0.30001	0.66663	-0.5784	-0.70759	0.46951	-0.17532	-0.15629	0.29222	0.47969	0.53078	1.2711	1.3508
0.71687	1.9839	1.0714	-0.39535	-0.23592	-0.0049972	0.41479	-0.55758	-0.83544	-0.13414	-0.36709	-0.14686	-0.12983	-0.68976	0.017876	0.14107	-0.041344	1.4585	1.6448	0.56587
1.2414	1.6507	1.1161	0.48945	-0.76101	0.29603	-0.55972	0.15873	-0.058407	0.04222	-0.3669	0.10094	0.78731	-0.55673	-0.33597	0.51142	0.074114	0.82252	1.5019	0.57672
0.72905	1.4031	0.97075	0.083155	-0.043806	-0.61734	-0.38579	0.0644	0.33088	0.22449	-0.24251	0.39573	0.48297	-0.26839	-0.80385	0.64387	-0.1499	0.9022	1.2626	0.88292
0.75627	0.95394	0.14037	-0.35079	0.098807	0.80582	0.2579	0.31669	0.78951	-0.38807	0.43339	0.046743	-0.41512	-0.012155	0.013468	-0.10718	0.9212	0.24956	0.96545	1.1378
