0.5549	0.59928	0.62894	1.077	0.2315	0.44226	0.79221	0.84635	0.79982	1.3459	0.96195	1.4086	1.3737	1.4523	1.3323	0.79151	0.33381	0.18967	0.81655	1.5126
0.98902	0.82598	1.1596	0.84198	0.12613	0.45591	0.97362	0.99876	1.6556	1.197	0.95318	0.59742	0.95446	0.76917	1.3979	0.82312	1.181	0.77116	1.0562	1.0936
1.7823	1.3144	1.1345	0.99222	0.82571	0.95442	1.2824	0.77999	1.1179	1.6001	0.72744	1.1731	1.0691	0.34625	1.7145	1.155	1.7541	0.32639	0.043633	0.90791
1.2155	1.0511	0.90291	1.4847	1.1919	0.38012	0.78212	0.83975	0.91103	0.73014	1.7037	0.40657	0.96298	0.99401	1.5775	0.56093	1.1349	0.3091	0.69401	0.96946
1.514	0.90162	1.8838	0.55864	0.50659	1.4067	0.89518	0.83566	0.28055	1.0901	0.66504	0.63404	1.5445	1.7934	0.78977	1.1638	1.4004	0.29485	0.5642	0.73645
0.56599	1.0505	1.1094	0.97436	1.1985	0.98904	0.12986	0.87585	0.74281	0.6552	0.84125	1.4312	1.3247	0.70503	1.5321	1.061	0.77624	0.86118	1.3564	0.83223
1.5795	0.69754	1.1947	1.2545	0.6825	0.44663	1.0852	0.92832	0.51768	0.36218	1.2574	1.2246	1.1807	1.5373	1.3273	1.3314	0.40549	1.1043	0.74574	0.20371
0.99124	0.28259	0.73303	1.1025	1.7666	1.629	0.67024	1.0544	1.1013	0.8566	0.56065	1.1699	0.94747	1.0782	0.86368	0.60681	0.66756	0.91342	1.6286	1.0039
-0.88623	1.0291	1.2942	1.2912	0.79689	0.89328	1.0671	0.42688	1.1423	1.6572	0.9051	1.0729	1.5808	0.40991	0.19579	1.4496	0.42683	0.81898	0.92133	0.78628
0.16893	0.40914	1.0529	1.0667	1.3942	0.64436	0.9552	1.6237	1.673	1.2165	1.0936	0.79985	1.0902	1.4638	1.0166	1.0358	0.61027	1.5903	0.54074	1.2194
0.77226	0.21744	0.30599	0.26183	0.70344	0.20573	1.6346	1.8127	0.85566	0.63621	0.74434	0.94638	1.9361	1.2208	0.81308	1.1142	0.63129	1.5795	0.95386	1.1707
0.21057	-0.43606	-0.34522	-0.89712	-0.047317	1.4665	1.5903	0.63196	0.42523	0.49845	1.6013	1.3535	1.2255	0.30354	1.0528	0.91863	0.99294	1.4168	1.6946	0.35981
-0.59056	0.24305	0.7065	-0.020427	-0.2906	-0.61454	1.5237	1.584	0.63162	0.70365	0.50963	1.4308	0.65815	1.0845	1.312	0.88514	1.5588	0.59828	0.36059	1.0726
0.35406	0.26356	0.51111	-0.69305	-0.6053	-0.98423	0.37374	0.0027697	1.2647	1.1731	0.96574	0.87406	1.5974	0.65417	0.83103	0.79827	1.1118	0.61862	0.59013	1.6889
0.0066884	-0.3163	-0.29245	-0.3594	0.011872	0.25362	0.69417	0.90775	-0.83838	0.74375	0.85426	1.4188	0.37137	0.88689	0.6981	0.59962	1.6356	1.0739	1.0723	1.1619
0.14846	-0.46789	-0.1502	0.42218	-0.74052	-0.54256	0.29911	-0.25271	-0.24528	0.39787	1.2039	1.3066	0.7618	1.7192	0.33729	0.6023	0.99062	0.41552	0.95834	1.6195
0.13401	-0.091585	-0.26816	-0.083726	-0.32851	0.14358	-0.32984	-0.10799	-0.37483	-0.32797	-0.63136	-0.38526	0.28685	1.3598	0.80397	1.1026	1.5507	0.51218	0.73186	1.5151
-0.24323	-0.36086	0.057058	-0.35874	0.021735	0.050853	-0.047195	-0.033247	-0.66135	0.3014	-0.024785	0.38796	-0.49676	1.5269	0.85111	0.79379	0.9405	0.96456	1.1077	1.1259
-0.5344	-0.28654	0.34984	0.78286	-0.028147	0.24038	0.14737	0.53922	0.34719	-0.29099	0.42351	0.675	0.17085	-0.38417	1.3286	1.2188	0.071724	0.46397	1.0343	1.5486
0.36489	-0.35191	-0.3279	0.77821	-0.16416	0.35275	-0.060468	-0.49375	-0.014903	0.24999	-0.20936	0.099929	-0.20575	0.23094	0.33665	0.048208	1.1369	1.698	0.72481	1.184
